,STATE,AVGGIFT
5555,MN,15.0
5556,MI,11.5
5557,FL,20.0
5558,KS,12.38888889
5559,CA,20.0
5560,MI,8.5
5561,TX,21.875
5562,WI,12.5
5563,FL,10.5
5564,TX,10.80555556
5565,TN,20.0
5566,IN,5.955454545
5567,MN,15.0
5568,WA,4.5
5569,IL,7.5
5570,FL,4.642857143
5571,GA,20.0
5572,MS,12.33333333
5573,IA,9.083333333
5574,MI,5.615384615
5575,TX,17.16666667
5576,IL,10.0
5577,KS,10.44444444
5578,TN,27.6
5579,CA,50.0
5580,WI,6.4
5581,CA,12.38461539
5582,MI,11.0
5583,NC,13.0
5584,CA,11.7
5585,CA,9.333333333
5586,CA,10.11111111
5587,CA,12.84615385
5588,IL,16.25
5589,FL,11.8
5590,TN,15.0
5591,FL,12.83333333
5592,KY,5.833333333
5593,IN,15.0
5594,CA,12.0
5595,CA,12.5
5596,CA,6.0
5597,IA,7.571428571
5598,HI,9.0
5599,IA,27.5
5600,MO,10.5
5601,AZ,17.5
5602,FL,10.5
5603,NV,13.0
5604,CA,14.0
5605,CA,12.83333333
5606,FL,8.8
5607,LA,10.44444444
5608,CA,12.5
5609,TX,7.375
5610,CA,12.5
5611,CA,24.125
5612,IN,10.0
5613,NC,10.66666667
5614,GA,13.71428571
5615,WI,4.666666667
5616,WA,20.0
5617,TX,8.5
5618,CA,18.56857143
5619,IN,9.142857143
5620,SC,7.666666667
5621,IN,20.0
5622,GA,22.5
5623,KS,7.625
5624,NC,6.871333333
5625,IL,16.5625
5626,CA,15.0
5627,OR,17.5
5628,WA,9.818181818
5629,FL,20.0
5630,IL,12.42857143
5631,AL,13.3
5632,MI,7.222222222
5633,FL,10.33333333
5634,CA,11.16666667
5635,FL,15.0
5636,IA,5.25
5637,CA,15.33333333
5638,HI,10.66666667
5639,IL,12.1
5640,IL,21.58333333
5641,WA,39.28571429
5642,MI,13.33333333
5643,TX,10.23529412
5644,MS,15.16666667
5645,FL,12.33333333
5646,MS,9.0
5647,LA,23.33333333
5648,OR,22.875
5649,MI,15.57142857
5650,CA,9.0
5651,FL,3.961538461
5652,WA,14.0
5653,NC,4.214285714
5654,IL,16.66666667
5655,NC,8.0
5656,GA,9.0
5657,NM,12.5
5658,IL,8.0
5659,MO,4.866666667
5660,IL,13.2
5661,WI,13.25
5662,CA,26.125
5663,FL,11.14285714
5664,CA,7.368421053
5665,WA,10.69444444
5666,MI,30.0
5667,NE,48.0
5668,NC,12.7
5669,IL,11.2
5670,GA,9.6
5671,MI,6.8
5672,TX,20.0
5673,CA,12.36363636
5674,FL,8.416666667
5675,CA,15.5
5676,WI,21.66666667
5677,CA,14.125
5678,TX,10.1875
5679,NV,10.18181818
5680,IL,8.191489362
5681,CA,8.666666667
5682,TX,15.77777778
5683,MO,16.57142857
5684,MN,4.0
5685,IL,4.9375
5686,CA,8.0
5687,SC,7.875
5688,WA,11.18181818
5689,CA,10.66666667
5690,LA,6.548076923
5691,OR,16.5
5692,OR,12.2
5693,LA,8.307692308
5694,OR,17.5
5695,IN,17.2
5696,CA,11.64285714
5697,CA,5.0
5698,WA,14.28571429
5699,MS,4.25
5700,MN,15.11111111
5701,CA,13.76923077
5702,WA,12.92307692
5703,TX,10.33333333
5704,TX,4.285714286
5705,NC,9.615384615
5706,IA,12.33333333
5707,OR,8.090909091
5708,FL,25.0
5709,CA,4.285714286
5710,AR,6.333333333
5711,IN,5.428571429
5712,TX,12.16666667
5713,AZ,13.2173913
5714,TX,12.5
5715,CO,8.666666667
5716,TX,9.823529412
5717,NV,9.8
5718,MA,11.8
5719,MO,7.0
5720,AP,11.44444444
5721,AZ,9.615384615
5722,AL,18.42857143
5723,CA,15.0
5724,IN,9.153846154
5725,IL,15.0
5726,WI,11.09090909
5727,GA,14.14285714
5728,WA,7.0625
5729,KY,6.552631579
5730,CA,7.0
5731,MO,10.90476191
5732,WY,14.4
5733,CA,5.388888889
5734,WI,15.0
5735,AZ,11.0
5736,NC,6.727272727
5737,GA,8.6
5738,MI,5.727272727
5739,NC,5.954545455
5740,TX,15.0
5741,IL,7.1
5742,IA,23.4
5743,LA,4.909090909
5744,CA,16.0
5745,KY,17.33333333
5746,FL,17.5
5747,GA,5.0
5748,MO,7.5
5749,MO,9.454545455
5750,IL,5.75
5751,SC,17.0
5752,CA,13.58333333
5753,WY,20.0
5754,KY,9.666666667
5755,WI,8.0
5756,MI,11.27586207
5757,IL,5.625
5758,CA,11.84615385
5759,TX,25.75
5760,IL,13.16666667
5761,OR,14.0
5762,MI,7.166666667
5763,NC,13.66666667
5764,IL,11.17647059
5765,SC,12.33333333
5766,MI,8.888888889
5767,FL,12.44444444
5768,FL,6.75
5769,AL,6.3125
5770,WI,7.176470588
5771,GA,10.61538462
5772,CA,17.0
5773,OR,14.33333333
5774,NC,11.71428571
5775,NC,11.8
5776,ID,6.777777778
5777,CA,6.882352941
5778,OK,10.2
5779,FL,10.4
5780,WI,17.2
5781,IN,3.379310345
5782,MN,16.28571429
5783,MI,32.0
5784,IA,20.0
5785,NV,11.5
5786,MI,6.222222222
5787,TX,16.66666667
5788,GA,9.642857143
5789,CA,25.0
5790,OR,6.8
5791,MN,7.285714286
5792,OR,6.545454545
5793,MS,10.88888889
5794,FL,15.0
5795,CA,11.5
5796,MI,25.0
5797,TX,10.125
5798,ND,5.428571429
5799,LA,7.411764706
5800,IL,10.0
5801,MI,27.5
5802,OK,10.76
5803,ID,13.95652174
5804,GA,10.8
5805,FL,13.27272727
5806,LA,9.0
5807,MT,17.5
5808,MN,13.0
5809,IL,12.18181818
5810,MI,7.045454545
5811,MS,5.375
5812,MI,15.25
5813,OR,14.0
5814,IN,13.33333333
5815,CA,21.25
5816,AZ,9.2
5817,KY,15.0
5818,KY,11.2
5819,MI,6.736842105
5820,WA,9.769230769
5821,CA,22.5
5822,FL,33.85714286
5823,MO,19.76923077
5824,TX,9.833333333
5825,MI,7.0
5826,WI,13.16666667
5827,CA,9.5
5828,TX,7.592592593
5829,CA,6.470588235
5830,FL,10.5
5831,CA,5.8125
5832,AL,9.125
5833,TX,20.0
5834,MI,6.2
5835,SC,8.666666667
5836,OK,6.75
5837,NM,11.71428571
5838,NC,21.25
5839,CA,14.625
5840,LA,7.666666667
5841,GA,6.153846154
5842,FL,17.0
5843,AE,15.0
5844,CA,28.75
5845,CA,20.0
5846,MI,7.133333333
5847,WI,7.866666667
5848,NV,15.0
5849,CO,15.0
5850,GA,12.65
5851,NC,8.4
5852,IL,10.8
5853,CT,11.5
5854,TX,13.0
5855,HI,14.8
5856,CA,11.0
5857,CA,13.36363636
5858,IL,3.75
5859,CA,15.0
5860,CA,9.666666667
5861,LA,13.33333333
5862,GA,12.75
5863,TX,12.52380952
5864,IL,30.0
5865,IL,12.5
5866,CA,10.0
5867,CA,28.203125
5868,AR,12.5
5869,AR,13.4
5870,MI,9.6
5871,GA,11.0
5872,AR,26.25
5873,AR,15.0
5874,LA,10.0
5875,CA,9.75
5876,CA,21.05882353
5877,CA,15.07142857
5878,WY,8.75
5879,CA,30.71428571
5880,MI,8.0
5881,CA,7.916666667
5882,CA,8.260869565
5883,KY,11.21052632
5884,LA,14.7
5885,NE,6.0
5886,CA,7.384615385
5887,GA,15.0
5888,WI,10.92857143
5889,FL,17.5
5890,FL,10.22222222
5891,KS,6.3
5892,MT,14.48387097
5893,CA,12.0
5894,NV,6.846153846
5895,KS,20.0
5896,CA,20.0
5897,AL,11.66666667
5898,CA,8.45
5899,TX,13.0
5900,AZ,12.85714286
5901,IN,16.66666667
5902,NM,10.625
5903,NC,10.0
5904,NM,8.769230769
5905,NC,11.5
5906,MO,9.611111111
5907,TX,15.0
5908,CO,10.88888889
5909,IN,7.4
5910,TN,11.5
5911,AK,6.666666667
5912,CA,25.0
5913,MN,6.75
5914,AL,18.0
5915,UT,7.181818182
5916,MN,8.363636364
5917,WI,10.58333333
5918,AZ,16.0
5919,OK,13.59183674
5920,TX,17.8
5921,ID,8.0
5922,IN,10.5
5923,TN,9.1
5924,MI,14.625
5925,NC,7.421052632
5926,TX,13.0
5927,IL,5.466666667
5928,TN,15.0
5929,MI,17.77777778
5930,NC,15.0
5931,MI,11.28571429
5932,NM,13.0
5933,TN,10.66666667
5934,NM,22.5
5935,WY,13.71428571
5936,MI,13.28571429
5937,WI,7.166666667
5938,MS,6.9
5939,UT,14.0
5940,CA,25.0
5941,KS,9.083333333
5942,KS,21.0
5943,TX,15.0
5944,KS,17.33333333
5945,NV,18.5
5946,WA,10.5
5947,CA,7.047619048
5948,IL,7.75
5949,OK,5.545454545
5950,CA,9.5
5951,MN,7.357142857
5952,FL,14.0
5953,NC,10.47368421
5954,FL,10.57142857
5955,OR,10.76923077
5956,AZ,11.625
5957,MN,8.4
5958,SC,11.25
5959,IN,11.00322581
5960,FL,21.0
5961,OR,11.2
5962,WA,10.0
5963,TX,9.666666667
5964,CA,12.27777778
5965,IL,16.4
5966,AR,7.75
5967,FL,3.203125
5968,CA,10.5625
5969,MI,11.40476191
5970,IN,9.0
5971,FL,16.33333333
5972,MO,37.5
5973,MN,8.666666667
5974,CA,72.22222222
5975,CA,8.25
5976,MI,20.0
5977,IL,7.470588235
5978,CA,17.57142857
5979,MO,12.22222222
5980,FL,7.25
5981,CA,15.0
5982,MN,24.0
5983,IN,17.125
5984,TX,10.0
5985,CA,9.230769231
5986,FL,10.72727273
5987,CA,17.18181818
5988,MO,4.125
5989,LA,15.0
5990,FL,14.33333333
5991,MI,11.16666667
5992,FL,8.857142857
5993,WI,5.235294118
5994,IL,14.0
5995,GA,16.8
5996,CA,17.76923077
5997,TX,8.785714286
5998,CA,15.66666667
5999,FL,4.555555556
6000,MI,7.357142857
6001,MI,22.5
6002,MO,4.193181818
6003,TN,16.75
6004,MO,11.0
6005,FL,15.0
6006,FL,14.90909091
6007,WA,26.66666667
6008,TX,8.5
6009,NE,10.4
6010,WA,20.0
6011,FL,12.5
6012,CA,9.454545455
6013,AZ,14.5
6014,KY,21.25
6015,NE,6.75
6016,TN,8.5
6017,CA,3.78125
6018,CA,25.0
6019,NC,13.33333333
6020,NC,8.0
6021,CA,27.5
6022,WI,6.05
6023,NE,11.0
6024,TX,11.75
6025,CA,10.5
6026,OR,20.0
6027,CA,14.95833333
6028,MO,11.25
6029,MO,5.75
6030,MO,11.61538462
6031,CO,9.166666667
6032,FL,6.8
6033,IL,26.0
6034,MN,9.75
6035,CA,20.0
6036,WY,14.5
6037,NE,9.75
6038,CA,14.5
6039,NC,20.0
6040,WI,11.55555556
6041,MO,5.636363636
6042,MO,7.071428571
6043,CA,20.0
6044,TN,8.090909091
6045,KY,7.6
6046,CA,15.66666667
6047,WA,9.8
6048,TX,13.66666667
6049,CA,14.66666667
6050,MO,13.88235294
6051,OR,9.421052632
6052,CA,18.4
6053,WA,11.35714286
6054,AL,20.0
6055,AZ,17.5
6056,TX,12.22222222
6057,FL,5.142857143
6058,MI,7.2
6059,AL,20.0
6060,TX,12.5
6061,IL,10.0
6062,HI,11.25
6063,NC,9.769230769
6064,FL,10.125
6065,GA,7.705882353
6066,IA,13.33333333
6067,MI,12.33333333
6068,SC,6.19047619
6069,FL,10.2
6070,IL,20.0
6071,CA,13.27272727
6072,TX,10.33333333
6073,WA,10.57894737
6074,CA,11.33333333
6075,CA,7.0
6076,WY,14.0
6077,CO,9.75
6078,NC,8.0
6079,CA,5.9
6080,IN,12.61538462
6081,IN,34.28571429
6082,CA,13.07142857
6083,CA,18.4
6084,UT,5.3125
6085,LA,11.57142857
6086,NC,6.083333333
6087,IL,9.6
6088,WA,12.5
6089,TN,9.916666667
6090,MO,10.84615385
6091,MN,18.33333333
6092,GA,15.0
6093,WA,12.78787879
6094,CA,18.125
6095,IN,20.0
6096,TN,6.647058824
6097,CA,20.0
6098,SC,3.652173913
6099,WI,7.117647059
6100,FL,15.0
6101,GA,20.375
6102,MO,25.0
6103,SD,4.457142857
6104,KS,6.65
6105,CA,11.25
6106,CA,15.0
6107,LA,15.0
6108,GA,32.25
6109,MI,9.133333333
6110,IL,17.52
6111,GA,7.333333333
6112,KY,7.2
6113,CA,14.5
6114,CA,13.0
6115,UT,35.0
6116,IL,8.5
6117,SC,18.33333333
6118,LA,15.0
6119,IL,15.0
6120,TN,8.4
6121,TX,10.66666667
6122,SC,13.0
6123,AR,14.0
6124,FL,20.0
6125,TX,10.25
6126,IL,9.166666667
6127,ND,13.33333333
6128,CA,6.666666667
6129,GA,12.0
6130,MT,7.666666667
6131,IN,11.25
6132,MN,10.04545455
6133,CA,20.0
6134,IL,10.5
6135,IN,9.25
6136,WI,7.210526316
6137,TN,12.5
6138,MI,10.5
6139,TX,15.0
6140,OK,5.583333333
6141,CA,8.625
6142,OK,25.0
6143,GA,12.0
6144,IL,4.681818182
6145,CA,12.77272727
6146,MI,15.6
6147,CA,21.0
6148,WA,8.571428571
6149,FL,17.0
6150,MI,12.59090909
6151,AZ,32.83333333
6152,MI,17.5
6153,MS,11.66666667
6154,AL,6.375
6155,TX,8.75
6156,CA,23.33333333
6157,LA,7.857142857
6158,OK,7.857142857
6159,CA,14.66666667
6160,MI,8.384615385
6161,AR,14.4375
6162,FL,8.363636364
6163,CA,14.11111111
6164,FL,4.574074074
6165,WA,16.66666667
6166,CA,15.0
6167,MN,13.7
6168,FL,14.90909091
6169,AZ,11.5
6170,TX,4.909090909
6171,MI,13.71428571
6172,CA,7.333333333
6173,CA,10.66666667
6174,WI,6.1
6175,CA,11.61363636
6176,IL,6.916666667
6177,CA,7.222222222
6178,NC,6.916666667
6179,WA,19.61538462
6180,IA,9.0
6181,AZ,15.66666667
6182,MO,11.22222222
6183,MN,10.5
6184,IL,16.66666667
6185,CA,30.0
6186,CA,35.16666667
6187,FL,27.5
6188,TX,9.875
6189,KY,10.33333333
6190,FL,15.0
6191,WA,12.0
6192,WA,13.6
6193,OR,8.428571429
6194,TX,12.5
6195,FL,8.285714286
6196,IN,20.0
6197,CA,14.52380952
6198,NC,10.0
6199,FL,60.0
6200,AZ,20.0
6201,CA,15.0
6202,OK,6.285714286
6203,CA,15.0
6204,FL,13.5
6205,WI,4.1
6206,TN,3.541666667
6207,MN,15.71428571
6208,MI,32.13043478
6209,CA,10.36
6210,MO,20.0
6211,SC,14.16666667
6212,MI,15.16666667
6213,IN,11.21052632
6214,MI,6.523809524
6215,CA,20.0
6216,CA,9.8
6217,MS,6.4
6218,CA,10.0
6219,NV,14.6
6220,MI,16.33333333
6221,AL,7.722222222
6222,FL,14.0
6223,KY,12.35714286
6224,KS,8.904761905
6225,MI,10.66666667
6226,MI,6.538461539
6227,NC,7.857142857
6228,KS,5.230769231
6229,KS,15.71428571
6230,AP,12.83333333
6231,TX,13.66666667
6232,TX,6.666666667
6233,CA,15.0
6234,TN,3.307692308
6235,IN,13.0
6236,CO,47.05882353
6237,CO,2.708333333
6238,CA,8.416666667
6239,IN,28.0
6240,UT,10.28571429
6241,CA,5.0
6242,CA,8.666666667
6243,KS,14.0
6244,IL,12.44444444
6245,KS,10.0
6246,IL,23.0
6247,MO,7.307692308
6248,MN,3.7
6249,CA,16.6
6250,CO,11.83333333
6251,MI,20.0
6252,WI,4.72
6253,CA,25.25
6254,MN,10.30769231
6255,CA,7.6
6256,GA,20.0
6257,OK,9.615384615
6258,MO,15.75
6259,CA,7.333333333
6260,NE,12.5
6261,AL,12.5
6262,NM,6.002058824
6263,TX,22.5
6264,CA,11.125
6265,HI,11.0
6266,FL,25.0
6267,IL,21.5
6268,CO,13.75
6269,CA,13.33333333
6270,KS,6.857142857
6271,IN,20.0
6272,CA,12.2
6273,CA,20.0
6274,CA,15.0
6275,TX,10.85714286
6276,WI,13.7
6277,WY,7.424242424
6278,CA,20.0
6279,MI,15.0
6280,MI,7.258064516
6281,TX,12.5
6282,AZ,8.0
6283,MI,8.8
6284,LA,5.333333333
6285,CA,20.0
6286,CO,13.234
6287,TX,40.0
6288,UT,13.0
6289,OK,5.090909091
6290,GA,7.75
6291,WI,13.4
6292,IL,28.75
6293,MO,7.666666667
6294,FL,7.857142857
6295,TX,10.0
6296,CA,14.85714286
6297,CA,20.0
6298,FL,7.888888889
6299,LA,11.5
6300,MI,6.055555556
6301,IA,9.7
6302,GA,5.4375
6303,FL,5.555555556
6304,NM,9.363636364
6305,AL,16.2
6306,FL,25.0
6307,CO,13.57142857
6308,IL,12.0
6309,IL,12.0
6310,CA,23.0
6311,CA,25.0
6312,OR,4.25
6313,TX,29.66666667
6314,NV,21.2
6315,FL,15.0
6316,MI,25.0
6317,NC,5.228571429
6318,NM,9.769230769
6319,WI,10.0
6320,GA,15.0
6321,CA,22.5
6322,SC,4.370967742
6323,WI,9.2
6324,WA,53.0
6325,IN,10.25
6326,AZ,11.66666667
6327,TX,11.14285714
6328,WA,4.3
6329,MO,6.647058824
6330,CA,15.0
6331,CA,12.57142857
6332,FL,9.166666667
6333,CA,15.0
6334,WI,13.2
6335,CA,9.5
6336,MN,7.571428571
6337,GA,7.75
6338,CA,17.5
6339,ID,5.894736842
6340,WI,8.083333333
6341,TN,4.538461539
6342,TX,22.83333333
6343,DE,10.06666667
6344,WA,6.47368421
6345,TN,22.5
6346,CA,11.0
6347,MN,5.941176471
6348,GA,25.0
6349,WA,15.5
6350,TX,9.333333333
6351,IL,15.29166667
6352,CA,12.15789474
6353,OR,12.16125
6354,IN,8.666666667
6355,FL,10.66666667
6356,NV,4.173913044
6357,AL,7.0
6358,IL,8.529411765
6359,IN,29.44444444
6360,CA,15.0
6361,AZ,6.71875
6362,IA,8.5
6363,CA,8.0
6364,CA,12.21428571
6365,HI,14.6
6366,IL,16.45454546
6367,FL,15.0
6368,TN,7.55
6369,IL,18.8
6370,FL,9.4
6371,FL,8.428571429
6372,MO,6.666666667
6373,SC,5.916666667
6374,MI,22.41176471
6375,CA,5.714285714
6376,MI,6.666666667
6377,CA,28.83333333
6378,WA,7.5
6379,AR,16.375
6380,IA,7.75
6381,MI,12.0
6382,TX,23.88888889
6383,SC,9.227272727
6384,WI,12.0
6385,LA,16.66666667
6386,MI,7.3
6387,TX,17.5
6388,KY,7.476190476
6389,IL,17.42857143
6390,NM,14.0
6391,WI,13.75
6392,AK,23.33333333
6393,CA,12.16666667
6394,OR,20.75
6395,AZ,9.625
6396,KY,17.63636364
6397,OR,8.133333333
6398,TX,4.515789474
6399,FL,12.2
6400,CA,15.92307692
6401,WI,10.14285714
6402,CA,11.4
6403,FL,16.16666667
6404,IL,9.285714286
6405,TX,9.666666667
6406,FL,15.5
6407,GA,15.0
6408,MO,12.5
6409,SC,16.0
6410,OR,13.75
6411,WA,11.66666667
6412,GA,12.83333333
6413,CA,17.5
6414,MO,25.0
6415,NC,12.5
6416,NC,13.23076923
6417,CA,20.0
6418,CA,12.5
6419,NC,11.42857143
6420,CA,50.0
6421,FL,5.85
6422,WA,33.625
6423,OR,7.454545455
6424,CA,20.0
6425,MN,8.454545455
6426,FL,12.4
6427,MI,8.619047619
6428,WA,11.75
6429,WA,13.28571429
6430,TN,8.0
6431,FL,31.66666667
6432,AZ,10.0
6433,UT,20.0
6434,AR,11.66666667
6435,CA,10.44444444
6436,UT,12.09090909
6437,IN,4.375
6438,CA,10.28571429
6439,WI,14.7
6440,IN,10.66666667
6441,AR,11.66666667
6442,TX,12.33333333
6443,TX,15.0
6444,WA,18.84615385
6445,IN,5.4
6446,MI,9.461538462
6447,MT,6.6
6448,CO,13.5
6449,CO,12.35714286
6450,CA,10.16666667
6451,FL,5.705882353
6452,FL,20.0
6453,MS,16.66666667
6454,CA,19.28571429
6455,IL,12.5
6456,FL,4.684210526
6457,IA,11.0
6458,FL,10.66666667
6459,ID,21.5
6460,CA,10.5
6461,CA,17.95
6462,MO,10.42857143
6463,CA,15.71428571
6464,CA,21.875
6465,IN,12.2
6466,CA,11.33333333
6467,CO,17.5
6468,MI,12.0
6469,CA,25.0
6470,CA,7.222222222
6471,CO,10.78571429
6472,OR,13.44444444
6473,GA,4.928571429
6474,CA,11.5
6475,CA,12.0
6476,KY,150.0
6477,NM,6.71
6478,KY,8.0
6479,NC,11.0
6480,MO,15.0
6481,TX,3.595238095
6482,MN,8.428571429
6483,CA,14.33333333
6484,MI,25.0
6485,OK,6.925925926
6486,CA,23.0
6487,AZ,8.0625
6488,TX,20.0
6489,OR,11.57142857
6490,MN,10.71428571
6491,MO,15.0
6492,IL,7.714285714
6493,NC,8.25
6494,MI,12.61111111
6495,IN,8.5
6496,IN,25.0
6497,AR,7.2
6498,KS,20.0
6499,MI,15.0
6500,WI,6.454545455
6501,CA,15.0
6502,IL,11.33333333
6503,IN,11.0
6504,CA,30.0
6505,MO,15.77777778
6506,IN,13.33333333
6507,FL,10.61538462
6508,FL,8.75
6509,NV,14.0
6510,MO,21.5
6511,SC,14.33333333
6512,FL,9.333333333
6513,WI,5.190476191
6514,IN,11.33333333
6515,ID,15.0
6516,CA,4.775
6517,MT,14.28571429
6518,IN,11.25
6519,KS,15.0
6520,ID,7.2
6521,GA,12.33333333
6522,FL,9.368421053
6523,IL,8.428571429
6524,UT,21.54545455
6525,FL,9.294117647
6526,MT,10.33333333
6527,WI,17.4
6528,MO,10.66666667
6529,GA,10.88461539
6530,TN,5.947368421
6531,FL,10.5
6532,TN,9.571428571
6533,TN,30.0
6534,NM,9.277777778
6535,GA,11.5
6536,CO,12.4
6537,AZ,10.0
6538,AR,6.666666667
6539,AL,20.25
6540,FL,9.888888889
6541,CA,15.5
6542,CA,11.85714286
6543,NM,9.777777778
6544,CA,6.863636364
6545,IL,9.428571429
6546,IN,80.07142857
6547,CO,10.05263158
6548,CA,11.95454546
6549,ID,10.33333333
6550,FL,20.0
6551,FL,15.0
6552,IN,12.33333333
6553,TX,9.0
6554,SC,10.58333333
6555,NE,25.0
6556,WA,8.470588235
6557,OK,16.66666667
6558,CA,19.7
6559,KY,11.83333333
6560,NM,7.923076923
6561,FL,27.0
6562,GA,15.0
6563,OK,8.235294118
6564,TX,20.0
6565,MI,9.473684211
6566,NC,12.5
6567,FL,9.666666667
6568,CA,7.333333333
6569,NJ,13.0
6570,CA,8.25
6571,LA,16.66666667
6572,IL,6.666666667
6573,MO,13.0
6574,MI,8.4
6575,AZ,14.0625
6576,MO,17.5
6577,NC,11.5
6578,NC,15.54545455
6579,NC,15.0
6580,WA,10.5625
6581,TX,6.5
6582,MS,11.92857143
6583,WA,9.25
6584,TX,7.5
6585,FL,4.5
6586,AR,13.54545455
6587,IN,12.5
6588,MI,4.833333333
6589,AL,17.0
6590,CA,8.0
6591,MS,10.0
6592,HI,12.83333333
6593,KY,26.7
6594,CO,11.15151515
6595,WA,5.444444444
6596,MN,3.108695652
6597,CA,18.5
6598,CA,12.5
6599,AZ,12.0
6600,NC,20.0
6601,SC,17.5
6602,NV,20.0
6603,OR,11.77777778
6604,IN,9.125
6605,OR,4.666666667
6606,IL,15.66666667
6607,WI,11.0
6608,IN,9.625
6609,TX,17.11111111
6610,CA,9.583333333
6611,AL,25.0
6612,CO,4.294117647
6613,TX,5.3125
6614,CA,17.54545455
6615,IN,5.8
6616,FL,15.0
6617,CA,6.892857143
6618,MO,5.875
6619,CA,6.142857143
6620,KY,4.947368421
6621,AZ,8.0
6622,CA,7.75
6623,FL,23.0
6624,CA,11.41666667
6625,TX,15.0
6626,CA,6.615384615
6627,MS,5.307692308
6628,CA,6.666666667
6629,FL,10.0
6630,TX,11.66666667
6631,MN,10.55555556
6632,MS,14.08333333
6633,TX,12.0
6634,MI,4.176470588
6635,MN,10.33333333
6636,TN,9.5
6637,MN,9.6
6638,AZ,8.0
6639,CA,9.25
6640,AZ,9.163548387
6641,MI,15.13333333
6642,WA,10.0
6643,CA,6.95
6644,CA,9.0
6645,NC,14.33333333
6646,MT,15.66666667
6647,TN,25.0
6648,IL,8.166666667
6649,FL,20.0
6650,MI,13.75
6651,CA,10.5
6652,FL,20.0
6653,TN,5.818571429
6654,MO,14.57142857
6655,CA,11.25
6656,FL,11.0
6657,CA,10.64285714
6658,CO,22.5
6659,FL,17.5
6660,MO,11.88888889
6661,WI,11.0
6662,WI,15.0
6663,CA,10.38461539
6664,MI,15.0
6665,IL,6.5
6666,CA,15.25
6667,TX,12.14285714
6668,GA,11.66666667
6669,NC,15.25
6670,CA,15.0
6671,CA,8.666666667
6672,TX,25.0
6673,MI,7.5
6674,CA,15.5
6675,TX,8.836734694
6676,WI,14.4
6677,WI,13.0
6678,CO,25.0
6679,MN,10.11538462
6680,FL,7.666666667
6681,KS,7.454545455
6682,TX,5.9375
6683,OR,21.11111111
6684,MS,5.090909091
6685,MO,6.25
6686,CA,8.25
6687,FL,12.0
6688,MI,15.0
6689,TX,15.0
6690,TX,19.54545455
6691,NM,15.0
6692,IN,4.0
6693,IL,12.95454546
6694,KY,20.0
6695,CA,15.0
6696,FL,15.94117647
6697,GA,15.0
6698,MI,10.33333333
6699,CA,9.444444444
6700,OK,11.0
6701,OR,21.66666667
6702,TX,10.85714286
6703,GA,15.0
6704,NC,12.5
6705,TX,5.578947368
6706,FL,15.0
6707,WA,10.86486487
6708,CA,9.6
6709,TN,11.0
6710,FL,10.5
6711,WI,2.4
6712,OK,6.0
6713,NE,25.0
6714,NV,20.0
6715,IA,6.384615385
6716,CA,12.0
6717,CA,17.09090909
6718,OK,25.0
6719,MI,25.0
6720,AZ,12.5
6721,NC,8.333333333
6722,TX,21.8
6723,CA,15.0
6724,GA,20.0
6725,OR,10.0
6726,IL,13.0
6727,TN,9.4
6728,TX,9.454545455
6729,WI,11.3
6730,AZ,8.636363636
6731,CA,15.0
6732,UT,6.466666667
6733,AR,24.28571429
6734,CA,9.4
6735,IN,6.384615385
6736,MI,25.0
6737,CA,8.75
6738,IN,9.166666667
6739,IA,6.5
6740,CO,50.0
6741,CA,11.42857143
6742,CA,11.75
6743,IL,7.333333333
6744,AR,11.25
6745,SC,14.16666667
6746,TX,16.55555556
6747,CO,14.1
6748,MO,25.0
6749,IL,11.5
6750,CA,17.5
6751,TX,12.0
6752,MI,6.764705882
6753,CA,27.5
6754,NC,5.9
6755,MO,4.470588235
6756,FL,34.6
6757,GA,8.714285714
6758,WA,20.0
6759,AZ,15.0
6760,CA,12.2
6761,OK,10.06666667
6762,TX,9.181818182
6763,NC,8.25
6764,CA,5.102564103
6765,OK,17.42857143
6766,CA,35.22222222
6767,AR,3.769230769
6768,MS,9.052631579
6769,TX,27.5
6770,IL,24.0
6771,IN,7.8
6772,NC,7.333333333
6773,CA,18.0
6774,MI,12.66666667
6775,CA,15.0
6776,KY,30.0
6777,MI,14.0
6778,OR,2.125
6779,CA,12.85714286
6780,WI,12.55555556
6781,FL,4.212121212
6782,CA,6.210526316
6783,CO,10.66666667
6784,GA,12.71428571
6785,IN,18.0
6786,IL,10.4
6787,TX,26.92307692
6788,TX,13.0
6789,FL,22.66666667
6790,KY,8.461538462
6791,FL,25.0
6792,GA,12.0
6793,KS,6.916666667
6794,CA,11.125
6795,GA,17.5
6796,CA,6.928571429
6797,NC,7.555555556
6798,CA,11.16666667
6799,MS,8.333333333
6800,IL,15.0
6801,TX,10.33333333
6802,TX,10.33333333
6803,MN,4.142857143
6804,NV,21.57142857
6805,IA,7.0
6806,FL,20.0
6807,NC,25.0
6808,WV,9.65
6809,GA,13.71428571
6810,WI,14.64285714
6811,IA,8.37037037
6812,AL,11.4
6813,OR,9.083333333
6814,WA,22.5
6815,MI,10.42857143
6816,MI,15.41666667
6817,WI,4.416666667
6818,FL,4.125
6819,IL,10.0
6820,FL,6.625
6821,LA,10.0
6822,MO,9.25
6823,CO,9.375
6824,TX,5.875
6825,MI,32.5
6826,IL,10.0
6827,IL,17.36363636
6828,KS,10.69565217
6829,IN,11.375
6830,CA,12.0
6831,MI,8.272727273
6832,CA,12.0
